chr	start	end	arm	locus
701	4	50001	50100	q	4:50001-50100
702	4	50501	50600	q	4:50501-50600
703	4	51001	51100	q	4:51001-51100
704	4	51501	51600	q	4:51501-51600
705	4	52001	52100	q	4:52001-52100
706	4	52501	52600	q	4:52501-52600
707	4	53001	53100	q	4:53001-53100
708	4	53501	53600	q	4:53501-53600
709	4	54001	54100	q	4:54001-54100
710	4	54501	54600	q	4:54501-54600
711	4	55001	55100	q	4:55001-55100
712	4	55501	55600	q	4:55501-55600
713	4	56001	56100	q	4:56001-56100
714	4	56501	56600	q	4:56501-56600
715	4	57001	57100	q	4:57001-57100
716	4	57501	57600	q	4:57501-57600
717	4	58001	58100	q	4:58001-58100
718	4	58501	58600	q	4:58501-58600
719	4	59001	59100	q	4:59001-59100
720	4	59501	59600	q	4:59501-59600
721	4	60001	60100	q	4:60001-60100
722	4	60501	60600	q	4:60501-60600
723	4	61001	61100	q	4:61001-61100
724	4	61501	61600	q	4:61501-61600
725	4	62001	62100	q	4:62001-62100
726	4	62501	62600	q	4:62501-62600
727	4	63001	63100	q	4:63001-63100
728	4	63501	63600	q	4:63501-63600
729	4	64001	64100	q	4:64001-64100
730	4	64501	64600	q	4:64501-64600
731	4	65001	65100	q	4:65001-65100
732	4	65501	65600	q	4:65501-65600
733	4	66001	66100	q	4:66001-66100
734	4	66501	66600	q	4:66501-66600
735	4	67001	67100	q	4:67001-67100
736	4	67501	67600	q	4:67501-67600
737	4	68001	68100	q	4:68001-68100
738	4	68501	68600	q	4:68501-68600
739	4	69001	69100	q	4:69001-69100
740	4	69501	69600	q	4:69501-69600
741	4	70001	70100	q	4:70001-70100
742	4	70501	70600	q	4:70501-70600
743	4	71001	71100	q	4:71001-71100
744	4	71501	71600	q	4:71501-71600
745	4	72001	72100	q	4:72001-72100
746	4	72501	72600	q	4:72501-72600
747	4	73001	73100	q	4:73001-73100
748	4	73501	73600	q	4:73501-73600
749	4	74001	74100	q	4:74001-74100
750	4	74501	74600	q	4:74501-74600
751	4	75001	75100	q	4:75001-75100
752	4	75501	75600	q	4:75501-75600
753	4	76001	76100	q	4:76001-76100
754	4	76501	76600	q	4:76501-76600
755	4	77001	77100	q	4:77001-77100
756	4	77501	77600	q	4:77501-77600
757	4	78001	78100	q	4:78001-78100
758	4	78501	78600	q	4:78501-78600
759	4	79001	79100	q	4:79001-79100
760	4	79501	79600	q	4:79501-79600
761	4	80001	80100	q	4:80001-80100
762	4	80501	80600	q	4:80501-80600
763	4	81001	81100	q	4:81001-81100
764	4	81501	81600	q	4:81501-81600
765	4	82001	82100	q	4:82001-82100
766	4	82501	82600	q	4:82501-82600
767	4	83001	83100	q	4:83001-83100
768	4	83501	83600	q	4:83501-83600
769	4	84001	84100	q	4:84001-84100
770	4	84501	84600	q	4:84501-84600
771	4	85001	85100	q	4:85001-85100
772	4	85501	85600	q	4:85501-85600
773	4	86001	86100	q	4:86001-86100
774	4	86501	86600	q	4:86501-86600
775	4	87001	87100	q	4:87001-87100
776	4	87501	87600	q	4:87501-87600
777	4	88001	88100	q	4:88001-88100
778	4	88501	88600	q	4:88501-88600
779	4	89001	89100	q	4:89001-89100
780	4	89501	89600	q	4:89501-89600
781	4	90001	90100	q	4:90001-90100
782	4	90501	90600	q	4:90501-90600
783	4	91001	91100	q	4:91001-91100
784	4	91501	91600	q	4:91501-91600
785	4	92001	92100	q	4:92001-92100
786	4	92501	92600	q	4:92501-92600
787	4	93001	93100	q	4:93001-93100
788	4	93501	93600	q	4:93501-93600
789	4	94001	94100	q	4:94001-94100
790	4	94501	94600	q	4:94501-94600
791	4	95001	95100	q	4:95001-95100
792	4	95501	95600	q	4:95501-95600
793	4	96001	96100	q	4:96001-96100
794	4	96501	96600	q	4:96501-96600
795	4	97001	97100	q	4:97001-97100
796	4	97501	97600	q	4:97501-97600
797	4	98001	98100	q	4:98001-98100
798	4	98501	98600	q	4:98501-98600
799	4	99001	99100	q	4:99001-99100
800	4	99501	99600	q	4:99501-99600
801	5	1	100	p	5:1-100
802	5	501	600	p	5:501-600
803	5	1001	1100	p	5:1001-1100
804	5	1501	1600	p	5:1501-1600
805	5	2001	2100	p	5:2001-2100
806	5	2501	2600	p	5:2501-2600
807	5	3001	3100	p	5:3001-3100
808	5	3501	3600	p	5:3501-3600
809	5	4001	4100	p	5:4001-4100
810	5	4501	4600	p	5:4501-4600
811	5	5001	5100	p	5:5001-5100
812	5	5501	5600	p	5:5501-5600
813	5	6001	6100	p	5:6001-6100
814	5	6501	6600	p	5:6501-6600
815	5	7001	7100	p	5:7001-7100
816	5	7501	7600	p	5:7501-7600
817	5	8001	8100	p	5:8001-8100
818	5	8501	8600	p	5:8501-8600
819	5	9001	9100	p	5:9001-9100
820	5	9501	9600	p	5:9501-9600
821	5	10001	10100	p	5:10001-10100
822	5	10501	10600	p	5:10501-10600
823	5	11001	11100	p	5:11001-11100
824	5	11501	11600	p	5:11501-11600
825	5	12001	12100	p	5:12001-12100
826	5	12501	12600	p	5:12501-12600
827	5	13001	13100	p	5:13001-13100
828	5	13501	13600	p	5:13501-13600
829	5	14001	14100	p	5:14001-14100
830	5	14501	14600	p	5:14501-14600
831	5	15001	15100	p	5:15001-15100
832	5	15501	15600	p	5:15501-15600
833	5	16001	16100	p	5:16001-16100
834	5	16501	16600	p	5:16501-16600
835	5	17001	17100	p	5:17001-17100
836	5	17501	17600	p	5:17501-17600
837	5	18001	18100	p	5:18001-18100
838	5	18501	18600	p	5:18501-18600
839	5	19001	19100	p	5:19001-19100
840	5	19501	19600	p	5:19501-19600
841	5	20001	20100	p	5:20001-20100
842	5	20501	20600	p	5:20501-20600
843	5	21001	21100	p	5:21001-21100
844	5	21501	21600	p	5:21501-21600
845	5	22001	22100	p	5:22001-22100
846	5	22501	22600	p	5:22501-22600
847	5	23001	23100	p	5:23001-23100
848	5	23501	23600	p	5:23501-23600
849	5	24001	24100	p	5:24001-24100
850	5	24501	24600	p	5:24501-24600
851	5	25001	25100	p	5:25001-25100
852	5	25501	25600	p	5:25501-25600
853	5	26001	26100	p	5:26001-26100
854	5	26501	26600	p	5:26501-26600
855	5	27001	27100	p	5:27001-27100
856	5	27501	27600	p	5:27501-27600
857	5	28001	28100	p	5:28001-28100
858	5	28501	28600	p	5:28501-28600
859	5	29001	29100	p	5:29001-29100
860	5	29501	29600	p	5:29501-29600
861	5	30001	30100	p	5:30001-30100
862	5	30501	30600	p	5:30501-30600
863	5	31001	31100	p	5:31001-31100
864	5	31501	31600	p	5:31501-31600
865	5	32001	32100	p	5:32001-32100
866	5	32501	32600	p	5:32501-32600
867	5	33001	33100	p	5:33001-33100
868	5	33501	33600	p	5:33501-33600
869	5	34001	34100	p	5:34001-34100
870	5	34501	34600	p	5:34501-34600
871	5	35001	35100	p	5:35001-35100
872	5	35501	35600	p	5:35501-35600
873	5	36001	36100	p	5:36001-36100
874	5	36501	36600	p	5:36501-36600
875	5	37001	37100	p	5:37001-37100
876	5	37501	37600	p	5:37501-37600
877	5	38001	38100	p	5:38001-38100
878	5	38501	38600	p	5:38501-38600
879	5	39001	39100	p	5:39001-39100
880	5	39501	39600	p	5:39501-39600
881	5	40001	40100	p	5:40001-40100
882	5	40501	40600	p	5:40501-40600
883	5	41001	41100	p	5:41001-41100
884	5	41501	41600	p	5:41501-41600
885	5	42001	42100	p	5:42001-42100
886	5	42501	42600	p	5:42501-42600
887	5	43001	43100	p	5:43001-43100
888	5	43501	43600	p	5:43501-43600
889	5	44001	44100	p	5:44001-44100
890	5	44501	44600	p	5:44501-44600
891	5	45001	45100	p	5:45001-45100
892	5	45501	45600	p	5:45501-45600
893	5	46001	46100	p	5:46001-46100
894	5	46501	46600	p	5:46501-46600
895	5	47001	47100	p	5:47001-47100
896	5	47501	47600	p	5:47501-47600
897	5	48001	48100	p	5:48001-48100
898	5	48501	48600	p	5:48501-48600
899	5	49001	49100	p	5:49001-49100
900	5	49501	49600	p	5:49501-49600
901	5	50001	50100	q	5:50001-50100
902	5	50501	50600	q	5:50501-50600
903	5	51001	51100	q	5:51001-51100
904	5	51501	51600	q	5:51501-51600
905	5	52001	52100	q	5:52001-52100
906	5	52501	52600	q	5:52501-52600
907	5	53001	53100	q	5:53001-53100
908	5	53501	53600	q	5:53501-53600
909	5	54001	54100	q	5:54001-54100
910	5	54501	54600	q	5:54501-54600
911	5	55001	55100	q	5:55001-55100
912	5	55501	55600	q	5:55501-55600
913	5	56001	56100	q	5:56001-56100
914	5	56501	56600	q	5:56501-56600
915	5	57001	57100	q	5:57001-57100
916	5	57501	57600	q	5:57501-57600
917	5	58001	58100	q	5:58001-58100
918	5	58501	58600	q	5:58501-58600
919	5	59001	59100	q	5:59001-59100
920	5	59501	59600	q	5:59501-59600
921	5	60001	60100	q	5:60001-60100
922	5	60501	60600	q	5:60501-60600
923	5	61001	61100	q	5:61001-61100
924	5	61501	61600	q	5:61501-61600
925	5	62001	62100	q	5:62001-62100
926	5	62501	62600	q	5:62501-62600
927	5	63001	63100	q	5:63001-63100
928	5	63501	63600	q	5:63501-63600
929	5	64001	64100	q	5:64001-64100
930	5	64501	64600	q	5:64501-64600
931	5	65001	65100	q	5:65001-65100
932	5	65501	65600	q	5:65501-65600
933	5	66001	66100	q	5:66001-66100
934	5	66501	66600	q	5:66501-66600
935	5	67001	67100	q	5:67001-67100
936	5	67501	67600	q	5:67501-67600
937	5	68001	68100	q	5:68001-68100
938	5	68501	68600	q	5:68501-68600
939	5	69001	69100	q	5:69001-69100
940	5	69501	69600	q	5:69501-69600
941	5	70001	70100	q	5:70001-70100
942	5	70501	70600	q	5:70501-70600
943	5	71001	71100	q	5:71001-71100
944	5	71501	71600	q	5:71501-71600
945	5	72001	72100	q	5:72001-72100
946	5	72501	72600	q	5:72501-72600
947	5	73001	73100	q	5:73001-73100
948	5	73501	73600	q	5:73501-73600
949	5	74001	74100	q	5:74001-74100
950	5	74501	74600	q	5:74501-74600
951	5	75001	75100	q	5:75001-75100
952	5	75501	75600	q	5:75501-75600
953	5	76001	76100	q	5:76001-76100
954	5	76501	76600	q	5:76501-76600
955	5	77001	77100	q	5:77001-77100
956	5	77501	77600	q	5:77501-77600
957	5	78001	78100	q	5:78001-78100
958	5	78501	78600	q	5:78501-78600
959	5	79001	79100	q	5:79001-79100
960	5	79501	79600	q	5:79501-79600
961	5	80001	80100	q	5:80001-80100
962	5	80501	80600	q	5:80501-80600
963	5	81001	81100	q	5:81001-81100
964	5	81501	81600	q	5:81501-81600
965	5	82001	82100	q	5:82001-82100
966	5	82501	82600	q	5:82501-82600
967	5	83001	83100	q	5:83001-83100
968	5	83501	83600	q	5:83501-83600
969	5	84001	84100	q	5:84001-84100
970	5	84501	84600	q	5:84501-84600
971	5	85001	85100	q	5:85001-85100
972	5	85501	85600	q	5:85501-85600
973	5	86001	86100	q	5:86001-86100
974	5	86501	86600	q	5:86501-86600
975	5	87001	87100	q	5:87001-87100
976	5	87501	87600	q	5:87501-87600
977	5	88001	88100	q	5:88001-88100
978	5	88501	88600	q	5:88501-88600
979	5	89001	89100	q	5:89001-89100
980	5	89501	89600	q	5:89501-89600
981	5	90001	90100	q	5:90001-90100
982	5	90501	90600	q	5:90501-90600
983	5	91001	91100	q	5:91001-91100
984	5	91501	91600	q	5:91501-91600
985	5	92001	92100	q	5:92001-92100
986	5	92501	92600	q	5:92501-92600
987	5	93001	93100	q	5:93001-93100
988	5	93501	93600	q	5:93501-93600
989	5	94001	94100	q	5:94001-94100
990	5	94501	94600	q	5:94501-94600
991	5	95001	95100	q	5:95001-95100
992	5	95501	95600	q	5:95501-95600
993	5	96001	96100	q	5:96001-96100
994	5	96501	96600	q	5:96501-96600
995	5	97001	97100	q	5:97001-97100
996	5	97501	97600	q	5:97501-97600
997	5	98001	98100	q	5:98001-98100
998	5	98501	98600	q	5:98501-98600
999	5	99001	99100	q	5:99001-99100
1000	5	99501	99600	q	5:99501-99600
1001	6	1	100	p	6:1-100
1002	6	501	600	p	6:501-600
1003	6	1001	1100	p	6:1001-1100
1004	6	1501	1600	p	6:1501-1600
1005	6	2001	2100	p	6:2001-2100
1006	6	2501	2600	p	6:2501-2600
1007	6	3001	3100	p	6:3001-3100
1008	6	3501	3600	p	6:3501-3600
1009	6	4001	4100	p	6:4001-4100
1010	6	4501	4600	p	6:4501-4600
1011	6	5001	5100	p	6:5001-5100
1012	6	5501	5600	p	6:5501-5600
1013	6	6001	6100	p	6:6001-6100
1014	6	6501	6600	p	6:6501-6600
1015	6	7001	7100	p	6:7001-7100
1016	6	7501	7600	p	6:7501-7600
1017	6	8001	8100	p	6:8001-8100
1018	6	8501	8600	p	6:8501-8600
1019	6	9001	9100	p	6:9001-9100
1020	6	9501	9600	p	6:9501-9600
1021	6	10001	10100	p	6:10001-10100
1022	6	10501	10600	p	6:10501-10600
1023	6	11001	11100	p	6:11001-11100
1024	6	11501	11600	p	6:11501-11600
1025	6	12001	12100	p	6:12001-12100
1026	6	12501	12600	p	6:12501-12600
1027	6	13001	13100	p	6:13001-13100
1028	6	13501	13600	p	6:13501-13600
1029	6	14001	14100	p	6:14001-14100
1030	6	14501	14600	p	6:14501-14600
1031	6	15001	15100	p	6:15001-15100
1032	6	15501	15600	p	6:15501-15600
1033	6	16001	16100	p	6:16001-16100
1034	6	16501	16600	p	6:16501-16600
1035	6	17001	17100	p	6:17001-17100
1036	6	17501	17600	p	6:17501-17600
1037	6	18001	18100	p	6:18001-18100
1038	6	18501	18600	p	6:18501-18600
1039	6	19001	19100	p	6:19001-19100
1040	6	19501	19600	p	6:19501-19600
1041	6	20001	20100	p	6:20001-20100
1042	6	20501	20600	p	6:20501-20600
1043	6	21001	21100	p	6:21001-21100
1044	6	21501	21600	p	6:21501-21600
1045	6	22001	22100	p	6:22001-22100
1046	6	22501	22600	p	6:22501-22600
1047	6	23001	23100	p	6:23001-23100
1048	6	23501	23600	p	6:23501-23600
1049	6	24001	24100	p	6:24001-24100
1050	6	24501	24600	p	6:24501-24600
1051	6	25001	25100	p	6:25001-25100
1052	6	25501	25600	p	6:25501-25600
1053	6	26001	26100	p	6:26001-26100
1054	6	26501	26600	p	6:26501-26600
1055	6	27001	27100	p	6:27001-27100
1056	6	27501	27600	p	6:27501-27600
1057	6	28001	28100	p	6:28001-28100
1058	6	28501	28600	p	6:28501-28600
1059	6	29001	29100	p	6:29001-29100
1060	6	29501	29600	p	6:29501-29600
1061	6	30001	30100	p	6:30001-30100
1062	6	30501	30600	p	6:30501-30600
1063	6	31001	31100	p	6:31001-31100
1064	6	31501	31600	p	6:31501-31600
1065	6	32001	32100	p	6:32001-32100
1066	6	32501	32600	p	6:32501-32600
1067	6	33001	33100	p	6:33001-33100
1068	6	33501	33600	p	6:33501-33600
1069	6	34001	34100	p	6:34001-34100
1070	6	34501	34600	p	6:34501-34600
1071	6	35001	35100	p	6:35001-35100
1072	6	35501	35600	p	6:35501-35600
1073	6	36001	36100	p	6:36001-36100
1074	6	36501	36600	p	6:36501-36600
1075	6	37001	37100	p	6:37001-37100
1076	6	37501	37600	p	6:37501-37600
1077	6	38001	38100	p	6:38001-38100
1078	6	38501	38600	p	6:38501-38600
1079	6	39001	39100	p	6:39001-39100
1080	6	39501	39600	p	6:39501-39600
1081	6	40001	40100	p	6:40001-40100
1082	6	40501	40600	p	6:40501-40600
1083	6	41001	41100	p	6:41001-41100
1084	6	41501	41600	p	6:41501-41600
1085	6	42001	42100	p	6:42001-42100
1086	6	42501	42600	p	6:42501-42600
1087	6	43001	43100	p	6:43001-43100
1088	6	43501	43600	p	6:43501-43600
1089	6	44001	44100	p	6:44001-44100
1090	6	44501	44600	p	6:44501-44600
1091	6	45001	45100	p	6:45001-45100
1092	6	45501	45600	p	6:45501-45600
1093	6	46001	46100	p	6:46001-46100
1094	6	46501	46600	p	6:46501-46600
1095	6	47001	47100	p	6:47001-47100
1096	6	47501	47600	p	6:47501-47600
1097	6	48001	48100	p	6:48001-48100
1098	6	48501	48600	p	6:48501-48600
1099	6	49001	49100	p	6:49001-49100
1100	6	49501	49600	p	6:49501-49600
1101	6	50001	50100	q	6:50001-50100
1102	6	50501	50600	q	6:50501-50600
1103	6	51001	51100	q	6:51001-51100
1104	6	51501	51600	q	6:51501-51600
1105	6	52001	52100	q	6:52001-52100
1106	6	52501	52600	q	6:52501-52600
1107	6	53001	53100	q	6:53001-53100
1108	6	53501	53600	q	6:53501-53600
1109	6	54001	54100	q	6:54001-54100
1110	6	54501	54600	q	6:54501-54600
1111	6	55001	55100	q	6:55001-55100
1112	6	55501	55600	q	6:55501-55600
1113	6	56001	56100	q	6:56001-56100
1114	6	56501	56600	q	6:56501-56600
1115	6	57001	57100	q	6:57001-57100
1116	6	57501	57600	q	6:57501-57600
1117	6	58001	58100	q	6:58001-58100
1118	6	58501	58600	q	6:58501-58600
1119	6	59001	59100	q	6:59001-59100
1120	6	59501	59600	q	6:59501-59600
1121	6	60001	60100	q	6:60001-60100
1122	6	60501	60600	q	6:60501-60600
1123	6	61001	61100	q	6:61001-61100
1124	6	61501	61600	q	6:61501-61600
1125	6	62001	62100	q	6:62001-62100
1126	6	62501	62600	q	6:62501-62600
1127	6	63001	63100	q	6:63001-63100
1128	6	63501	63600	q	6:63501-63600
1129	6	64001	64100	q	6:64001-64100
1130	6	64501	64600	q	6:64501-64600
1131	6	65001	65100	q	6:65001-65100
1132	6	65501	65600	q	6:65501-65600
1133	6	66001	66100	q	6:66001-66100
1134	6	66501	66600	q	6:66501-66600
1135	6	67001	67100	q	6:67001-67100
1136	6	67501	67600	q	6:67501-67600
1137	6	68001	68100	q	6:68001-68100
1138	6	68501	68600	q	6:68501-68600
1139	6	69001	69100	q	6:69001-69100
1140	6	69501	69600	q	6:69501-69600
1141	6	70001	70100	q	6:70001-70100
1142	6	70501	70600	q	6:70501-70600
1143	6	71001	71100	q	6:71001-71100
1144	6	71501	71600	q	6:71501-71600
1145	6	72001	72100	q	6:72001-72100
1146	6	72501	72600	q	6:72501-72600
1147	6	73001	73100	q	6:73001-73100
1148	6	73501	73600	q	6:73501-73600
1149	6	74001	74100	q	6:74001-74100
1150	6	74501	74600	q	6:74501-74600
1151	6	75001	75100	q	6:75001-75100
1152	6	75501	75600	q	6:75501-75600
1153	6	76001	76100	q	6:76001-76100
1154	6	76501	76600	q	6:76501-76600
1155	6	77001	77100	q	6:77001-77100
1156	6	77501	77600	q	6:77501-77600
1157	6	78001	78100	q	6:78001-78100
1158	6	78501	78600	q	6:78501-78600
1159	6	79001	79100	q	6:79001-79100
1160	6	79501	79600	q	6:79501-79600
1161	6	80001	80100	q	6:80001-80100
1162	6	80501	80600	q	6:80501-80600
1163	6	81001	81100	q	6:81001-81100
1164	6	81501	81600	q	6:81501-81600
1165	6	82001	82100	q	6:82001-82100
1166	6	82501	82600	q	6:82501-82600
1167	6	83001	83100	q	6:83001-83100
1168	6	83501	83600	q	6:83501-83600
1169	6	84001	84100	q	6:84001-84100
1170	6	84501	84600	q	6:84501-84600
1171	6	85001	85100	q	6:85001-85100
1172	6	85501	85600	q	6:85501-85600
1173	6	86001	86100	q	6:86001-86100
1174	6	86501	86600	q	6:86501-86600
1175	6	87001	87100	q	6:87001-87100
1176	6	87501	87600	q	6:87501-87600
1177	6	88001	88100	q	6:88001-88100
1178	6	88501	88600	q	6:88501-88600
1179	6	89001	89100	q	6:89001-89100
1180	6	89501	89600	q	6:89501-89600
1181	6	90001	90100	q	6:90001-90100
1182	6	90501	90600	q	6:90501-90600
1183	6	91001	91100	q	6:91001-91100
1184	6	91501	91600	q	6:91501-91600
1185	6	92001	92100	q	6:92001-92100
1186	6	92501	92600	q	6:92501-92600
1187	6	93001	93100	q	6:93001-93100
1188	6	93501	93600	q	6:93501-93600
1189	6	94001	94100	q	6:94001-94100
1190	6	94501	94600	q	6:94501-94600
1191	6	95001	95100	q	6:95001-95100
1192	6	95501	95600	q	6:95501-95600
1193	6	96001	96100	q	6:96001-96100
1194	6	96501	96600	q	6:96501-96600
1195	6	97001	97100	q	6:97001-97100
1196	6	97501	97600	q	6:97501-97600
1197	6	98001	98100	q	6:98001-98100
1198	6	98501	98600	q	6:98501-98600
1199	6	99001	99100	q	6:99001-99100
1200	6	99501	99600	q	6:99501-99600
1201	7	1	100	p	7:1-100
1202	7	501	600	p	7:501-600
1203	7	1001	1100	p	7:1001-1100
1204	7	1501	1600	p	7:1501-1600
1205	7	2001	2100	p	7:2001-2100
1206	7	2501	2600	p	7:2501-2600
1207	7	3001	3100	p	7:3001-3100
1208	7	3501	3600	p	7:3501-3600
1209	7	4001	4100	p	7:4001-4100
1210	7	4501	4600	p	7:4501-4600
1211	7	5001	5100	p	7:5001-5100
1212	7	5501	5600	p	7:5501-5600
1213	7	6001	6100	p	7:6001-6100
1214	7	6501	6600	p	7:6501-6600
1215	7	7001	7100	p	7:7001-7100
1216	7	7501	7600	p	7:7501-7600
1217	7	8001	8100	p	7:8001-8100
1218	7	8501	8600	p	7:8501-8600
1219	7	9001	9100	p	7:9001-9100
1220	7	9501	9600	p	7:9501-9600
1221	7	10001	10100	p	7:10001-10100
1222	7	10501	10600	p	7:10501-10600
1223	7	11001	11100	p	7:11001-11100
1224	7	11501	11600	p	7:11501-11600
1225	7	12001	12100	p	7:12001-12100
1226	7	12501	12600	p	7:12501-12600
1227	7	13001	13100	p	7:13001-13100
1228	7	13501	13600	p	7:13501-13600
1229	7	14001	14100	p	7:14001-14100
1230	7	14501	14600	p	7:14501-14600
1231	7	15001	15100	p	7:15001-15100
1232	7	15501	15600	p	7:15501-15600
1233	7	16001	16100	p	7:16001-16100
1234	7	16501	16600	p	7:16501-16600
1235	7	17001	17100	p	7:17001-17100
1236	7	17501	17600	p	7:17501-17600
1237	7	18001	18100	p	7:18001-18100
1238	7	18501	18600	p	7:18501-18600
1239	7	19001	19100	p	7:19001-19100
1240	7	19501	19600	p	7:19501-19600
1241	7	20001	20100	p	7:20001-20100
1242	7	20501	20600	p	7:20501-20600
1243	7	21001	21100	p	7:21001-21100
1244	7	21501	21600	p	7:21501-21600
1245	7	22001	22100	p	7:22001-22100
1246	7	22501	22600	p	7:22501-22600
1247	7	23001	23100	p	7:23001-23100
1248	7	23501	23600	p	7:23501-23600
1249	7	24001	24100	p	7:24001-24100
1250	7	24501	24600	p	7:24501-24600
1251	7	25001	25100	p	7:25001-25100
1252	7	25501	25600	p	7:25501-25600
1253	7	26001	26100	p	7:26001-26100
1254	7	26501	26600	p	7:26501-26600
1255	7	27001	27100	p	7:27001-27100
1256	7	27501	27600	p	7:27501-27600
1257	7	28001	28100	p	7:28001-28100
1258	7	28501	28600	p	7:28501-28600
1259	7	29001	29100	p	7:29001-29100
1260	7	29501	29600	p	7:29501-29600
1261	7	30001	30100	p	7:30001-30100
1262	7	30501	30600	p	7:30501-30600
1263	7	31001	31100	p	7:31001-31100
1264	7	31501	31600	p	7:31501-31600
1265	7	32001	32100	p	7:32001-32100
1266	7	32501	32600	p	7:32501-32600
1267	7	33001	33100	p	7:33001-33100
1268	7	33501	33600	p	7:33501-33600
1269	7	34001	34100	p	7:34001-34100
1270	7	34501	34600	p	7:34501-34600
1271	7	35001	35100	p	7:35001-35100
1272	7	35501	35600	p	7:35501-35600
1273	7	36001	36100	p	7:36001-36100
1274	7	36501	36600	p	7:36501-36600
1275	7	37001	37100	p	7:37001-37100
1276	7	37501	37600	p	7:37501-37600
1277	7	38001	38100	p	7:38001-38100
1278	7	38501	38600	p	7:38501-38600
1279	7	39001	39100	p	7:39001-39100
1280	7	39501	39600	p	7:39501-39600
1281	7	40001	40100	p	7:40001-40100
1282	7	40501	40600	p	7:40501-40600
1283	7	41001	41100	p	7:41001-41100
1284	7	41501	41600	p	7:41501-41600
1285	7	42001	42100	p	7:42001-42100
1286	7	42501	42600	p	7:42501-42600
1287	7	43001	43100	p	7:43001-43100
1288	7	43501	43600	p	7:43501-43600
1289	7	44001	44100	p	7:44001-44100
1290	7	44501	44600	p	7:44501-44600
1291	7	45001	45100	p	7:45001-45100
1292	7	45501	45600	p	7:45501-45600
1293	7	46001	46100	p	7:46001-46100
1294	7	46501	46600	p	7:46501-46600
1295	7	47001	47100	p	7:47001-47100
1296	7	47501	47600	p	7:47501-47600
1297	7	48001	48100	p	7:48001-48100
1298	7	48501	48600	p	7:48501-48600
1299	7	49001	49100	p	7:49001-49100
1300	7	49501	49600	p	7:49501-49600
1301	7	50001	50100	q	7:50001-50100
1302	7	50501	50600	q	7:50501-50600
1303	7	51001	51100	q	7:51001-51100
1304	7	51501	51600	q	7:51501-51600
1305	7	52001	52100	q	7:52001-52100
1306	7	52501	52600	q	7:52501-52600
1307	7	53001	53100	q	7:53001-53100
1308	7	53501	53600	q	7:53501-53600
1309	7	54001	54100	q	7:54001-54100
1310	7	54501	54600	q	7:54501-54600
1311	7	55001	55100	q	7:55001-55100
1312	7	55501	55600	q	7:55501-55600
1313	7	56001	56100	q	7:56001-56100
1314	7	56501	56600	q	7:56501-56600
1315	7	57001	57100	q	7:57001-57100
1316	7	57501	57600	q	7:57501-57600
1317	7	58001	58100	q	7:58001-58100
1318	7	58501	58600	q	7:58501-58600
1319	7	59001	59100	q	7:59001-59100
1320	7	59501	59600	q	7:59501-59600
1321	7	60001	60100	q	7:60001-60100
1322	7	60501	60600	q	7:60501-60600
1323	7	61001	61100	q	7:61001-61100
1324	7	61501	61600	q	7:61501-61600
1325	7	62001	62100	q	7:62001-62100
1326	7	62501	62600	q	7:62501-62600
1327	7	63001	63100	q	7:63001-63100
1328	7	63501	63600	q	7:63501-63600
1329	7	64001	64100	q	7:64001-64100
1330	7	64501	64600	q	7:64501-64600
1331	7	65001	65100	q	7:65001-65100
1332	7	65501	65600	q	7:65501-65600
1333	7	66001	66100	q	7:66001-66100
1334	7	66501	66600	q	7:66501-66600
1335	7	67001	67100	q	7:67001-67100
1336	7	67501	67600	q	7:67501-67600
1337	7	68001	68100	q	7:68001-68100
1338	7	68501	68600	q	7:68501-68600
1339	7	69001	69100	q	7:69001-69100
1340	7	69501	69600	q	7:69501-69600
1341	7	70001	70100	q	7:70001-70100
1342	7	70501	70600	q	7:70501-70600
1343	7	71001	71100	q	7:71001-71100
1344	7	71501	71600	q	7:71501-71600
1345	7	72001	72100	q	7:72001-72100
1346	7	72501	72600	q	7:72501-72600
1347	7	73001	73100	q	7:73001-73100
1348	7	73501	73600	q	7:73501-73600
1349	7	74001	74100	q	7:74001-74100
1350	7	74501	74600	q	7:74501-74600
1351	7	75001	75100	q	7:75001-75100
1352	7	75501	75600	q	7:75501-75600
1353	7	76001	76100	q	7:76001-76100
1354	7	76501	76600	q	7:76501-76600
1355	7	77001	77100	q	7:77001-77100
1356	7	77501	77600	q	7:77501-77600
1357	7	78001	78100	q	7:78001-78100
1358	7	78501	78600	q	7:78501-78600
1359	7	79001	79100	q	7:79001-79100
1360	7	79501	79600	q	7:79501-79600
1361	7	80001	80100	q	7:80001-80100
1362	7	80501	80600	q	7:80501-80600
1363	7	81001	81100	q	7:81001-81100
1364	7	81501	81600	q	7:81501-81600
1365	7	82001	82100	q	7:82001-82100
1366	7	82501	82600	q	7:82501-82600
1367	7	83001	83100	q	7:83001-83100
1368	7	83501	83600	q	7:83501-83600
1369	7	84001	84100	q	7:84001-84100
1370	7	84501	84600	q	7:84501-84600
1371	7	85001	85100	q	7:85001-85100
1372	7	85501	85600	q	7:85501-85600
1373	7	86001	86100	q	7:86001-86100
1374	7	86501	86600	q	7:86501-86600
1375	7	87001	87100	q	7:87001-87100
1376	7	87501	87600	q	7:87501-87600
1377	7	88001	88100	q	7:88001-88100
1378	7	88501	88600	q	7:88501-88600
1379	7	89001	89100	q	7:89001-89100
1380	7	89501	89600	q	7:89501-89600
1381	7	90001	90100	q	7:90001-90100
